customerID,actual_churn_label,predicted_probability,risk_score_0_100,risk_band,Contract,InternetService,PaymentMethod,tenure,MonthlyCharges,top_risk_driver_1,top_risk_driver_2,risk_driver_summary_short
5054-IEXZT,Yes,0.9337,93,Critical,Month-to-month,Fiber optic,Electronic check,1,75.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0968-GSIKN,Yes,0.9337,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.8,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3422-LYEPQ,Yes,0.9332,93,Critical,Month-to-month,Fiber optic,Electronic check,1,71.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3494-JCHRQ,Yes,0.9331,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8775-ERLNB,No,0.9331,93,Critical,Month-to-month,Fiber optic,Electronic check,1,74.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8051-HJRLT,Yes,0.9331,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9603-OAIHC,No,0.9331,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.05,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5376-DEQCP,Yes,0.9331,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4702-IOQDC,Yes,0.9327,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0328-GRPMV,Yes,0.9327,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6416-TVAIH,Yes,0.9326,93,Critical,Month-to-month,Fiber optic,Electronic check,1,68.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7465-ZZRVX,No,0.9325,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3765-JXVKY,Yes,0.9325,93,Critical,Month-to-month,Fiber optic,Electronic check,1,74.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6653-CBBOM,Yes,0.9325,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2446-PLQVO,Yes,0.9325,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1846-XWOQN,Yes,0.9323,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9605-WGJVW,No,0.9321,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1363-TXLSL,Yes,0.9319,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8309-IEYJD,No,0.9317,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1640-PLFMP,No,0.9317,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9617-INGJY,No,0.9317,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3244-DCJWY,Yes,0.9317,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0390-DCFDQ,Yes,0.931,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3177-LASXD,Yes,0.931,93,Critical,Month-to-month,Fiber optic,Electronic check,1,71.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7153-OANIO,Yes,0.931,93,Critical,Month-to-month,Fiber optic,Electronic check,1,69.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0515-YPMCW,Yes,0.9309,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2619-WFQWU,Yes,0.9309,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9985-MWVIX,Yes,0.9309,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1977-STDKI,Yes,0.9307,93,Critical,Month-to-month,Fiber optic,Electronic check,1,73.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5583-SXDAG,Yes,0.9303,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4274-OWWYO,Yes,0.9302,93,Critical,Month-to-month,Fiber optic,Electronic check,1,74.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9747-DDZOS,Yes,0.9293,93,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),1,73.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9399-APLBT,Yes,0.9287,93,Critical,Month-to-month,Fiber optic,Electronic check,1,74.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4759-TRPLW,Yes,0.9287,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1915-IOFGU,Yes,0.9285,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8040-MNRTF,No,0.9283,93,Critical,Month-to-month,Fiber optic,Mailed check,1,71.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0151-ONTOV,Yes,0.9283,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.9,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0511-JTEOY,Yes,0.9283,93,Critical,Month-to-month,Fiber optic,Mailed check,1,71.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0519-XUZJU,Yes,0.9283,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.75,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0812-WUPTB,Yes,0.9276,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2262-SLNVK,No,0.9275,93,Critical,Month-to-month,Fiber optic,Electronic check,1,70.1,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5032-MIYKT,No,0.9275,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5940-AHUHD,Yes,0.9265,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1122-JWTJW,Yes,0.9259,93,Critical,Month-to-month,Fiber optic,Mailed check,1,70.65,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9840-EFJQB,No,0.9216,92,Critical,Month-to-month,Fiber optic,Electronic check,1,74.35,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0235-KGSLC,Yes,0.9143,91,Critical,Month-to-month,Fiber optic,Credit card (automatic),1,85.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3178-FESZO,Yes,0.9134,91,Critical,Month-to-month,Fiber optic,Credit card (automatic),1,100.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6086-ESGRL,Yes,0.9132,91,Critical,Month-to-month,Fiber optic,Credit card (automatic),1,80.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6356-ELRKD,Yes,0.9091,91,Critical,Month-to-month,Fiber optic,Electronic check,1,95.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7181-BQYBV,Yes,0.9046,90,Critical,Month-to-month,Fiber optic,Electronic check,1,102.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5167-ZFFMM,Yes,0.8998,90,Critical,Month-to-month,Fiber optic,Credit card (automatic),1,90.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7024-OHCCK,Yes,0.8983,90,Critical,Month-to-month,Fiber optic,Electronic check,2,93.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3158-MOERK,Yes,0.8978,90,Critical,Month-to-month,Fiber optic,Electronic check,2,96.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2720-WGKHP,Yes,0.8976,90,Critical,Month-to-month,Fiber optic,Electronic check,2,94.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9894-EZEWG,Yes,0.8958,90,Critical,Month-to-month,Fiber optic,Credit card (automatic),1,74.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4424-TKOPW,Yes,0.8949,89,Critical,Month-to-month,Fiber optic,Electronic check,2,93.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7851-WZEKY,Yes,0.8945,89,Critical,Month-to-month,Fiber optic,Electronic check,2,95.15,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6023-YEBUP,Yes,0.8921,89,Critical,Month-to-month,Fiber optic,Electronic check,3,100.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5299-SJCZT,Yes,0.8921,89,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),3,101.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5567-WSELE,Yes,0.8916,89,Critical,Month-to-month,Fiber optic,Electronic check,3,94.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9057-SIHCH,Yes,0.8914,89,Critical,Month-to-month,Fiber optic,Electronic check,3,96.6,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3006-XIMLN,Yes,0.891,89,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),2,94.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3049-SOLAY,Yes,0.891,89,Critical,Month-to-month,Fiber optic,Electronic check,3,95.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5150-ITWWB,No,0.8905,89,Critical,Month-to-month,Fiber optic,Electronic check,3,94.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6474-FVJLC,Yes,0.89,89,Critical,Month-to-month,Fiber optic,Electronic check,2,86.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1143-NMNQJ,Yes,0.8899,89,Critical,Month-to-month,Fiber optic,Electronic check,2,85.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4695-WJZUE,Yes,0.8898,89,Critical,Month-to-month,Fiber optic,Electronic check,2,88.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4927-WWOOZ,No,0.8896,89,Critical,Month-to-month,Fiber optic,Electronic check,2,91.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
8098-LLAZX,Yes,0.8877,89,Critical,Month-to-month,Fiber optic,Electronic check,4,95.45,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1374-DMZUI,Yes,0.8877,89,Critical,Month-to-month,Fiber optic,Electronic check,4,94.3,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0684-AOSIH,Yes,0.8877,89,Critical,Month-to-month,Fiber optic,Electronic check,1,95.0,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9681-OXGVC,Yes,0.8877,89,Critical,Month-to-month,Fiber optic,Electronic check,5,100.5,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2656-TABEH,Yes,0.8871,89,Critical,Month-to-month,Fiber optic,Electronic check,4,100.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0259-GBZSH,Yes,0.8868,89,Critical,Month-to-month,Fiber optic,Electronic check,2,85.65,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9546-CQJSU,Yes,0.8867,89,Critical,Month-to-month,Fiber optic,Electronic check,2,91.4,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3387-VATUS,Yes,0.8861,89,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),5,94.85,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5277-ZLOOR,Yes,0.8851,89,Critical,Month-to-month,Fiber optic,Electronic check,2,85.55,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0702-PGIBZ,Yes,0.8847,88,Critical,Month-to-month,Fiber optic,Electronic check,4,101.7,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2446-BEGGB,Yes,0.8846,88,Critical,Month-to-month,Fiber optic,Electronic check,6,98.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
2260-USTRB,Yes,0.8839,88,Critical,Month-to-month,Fiber optic,Bank transfer (automatic),2,70.2,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6108-OQZDQ,Yes,0.8836,88,Critical,Month-to-month,Fiber optic,Electronic check,4,97.95,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6861-XWTWQ,Yes,0.8831,88,Critical,Month-to-month,Fiber optic,Electronic check,7,99.25,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
